N/D;Airport;Flight Number;A/D;Time;From;To;Ops Days;Org/Nxt;Prv/Fin;Seats;A/C;STC;Frequency;Wait;;;;Season;Rotation ID;Code;Registration;Last Update;
N;LYS;QY 1182;A;0330;20251027;20260323;1000000;LEJ;LEJ;0;ABY;F;1;;;;;W25;198;;;15MAY25 0655;
N;LYS;QY 1182;A;0505;20251028;20260327;0234500;LEJ;LEJ;0;ABY;F;1;;;;;W25;199;;;15MAY25 0655;
N;LYS;QY 1183;D;2120;20251027;20260327;1234500;LEJ;LEJ;0;ABY;F;1;;;;;W25;200;;;15MAY25 0655;
N;LYS;QY 1730;A;0405;20251028;20260326;0234000;BRU;BRU;0;75C;F;1;;;;;W25;201;;;15MAY25 0655;
N;LYS;QY 1730;A;0405;20251031;20260327;0000500;BRU;BRU;0;75V;F;1;;;;;W25;202;;;15MAY25 0655;
N;LYS;QY 1928;D;0555;20251028;20260326;0234000;TLS;TLS;0;75C;F;1;;;;;W25;203;;;15MAY25 0655;
N;LYS;QY 1928;D;0555;20251031;20260327;0000500;TLS;TLS;0;75V;F;1;;;;;W25;204;;;15MAY25 0655;
N;LYS;SN 3587;A;1010;20251027;20260328;1234560;BRU;BRU;141;319;J;1;;;;;W25;205;;;14MAY25 1155;
N;LYS;SN 3588;D;1050;20251027;20260328;1234560;BRU;BRU;141;319;J;1;;;;;W25;206;;;14MAY25 1155;
N;LYS;SN 3593;A;2130;20251026;20260327;1234507;BRU;BRU;141;319;J;1;;;;;W25;207;;;14MAY25 1155;
N;LYS;SN 3594;D;0600;20251027;20260328;1234560;BRU;BRU;141;319;J;1;;;;;W25;208;;;14MAY25 1155;
N;LYS;XK  130;A;1120;20251027;20260327;1030500;AJA;AJA;72;AT7;J;1;;;;;W25;209;;;03JUN25 1509;
N;LYS;XK  130;A;1120;20251108;20260328;0000060;AJA;AJA;72;AT7;J;1;;;;;W25;210;;;06MAY25 0825;
N;LYS;XK  131;D;1210;20251027;20260327;1030500;AJA;AJA;72;AT7;J;1;;;;;W25;211;;;03JUN25 1509;
N;LYS;XK  131;D;1210;20251108;20260328;0000060;AJA;AJA;72;AT7;J;1;;;;;W25;212;;;06MAY25 0825;
N;LYS;XK  232;A;1130;20251027;20260327;1030500;BIA;BIA;72;AT7;J;1;;;;;W25;213;;;03JUN25 1509;
N;LYS;XK  232;A;1130;20251108;20260328;0000060;BIA;BIA;72;AT7;J;1;;;;;W25;214;;;06MAY25 0825;
N;LYS;XK  233;D;1220;20251027;20260327;1030500;BIA;BIA;72;AT7;J;1;;;;;W25;215;;;03JUN25 1510;
N;LYS;XK  233;D;1220;20251108;20260328;0000060;BIA;BIA;72;AT7;J;1;;;;;W25;216;;;06MAY25 0825;
N;LYS;CE  071;A;0635;20251027;20260326;1234000;LIG;LIG;48;AT4;J;1;;;;;W25;217;;;15MAY25 1756;
N;LYS;CE  072;D;0735;20251027;20260326;1234000;LIG;LIG;48;AT4;J;1;;;;;W25;218;;;15MAY25 1756;
N;LYS;CE  073;A;1440;20251031;20260327;0000500;LIG;LIG;48;AT4;J;1;;;;;W25;219;;;15MAY25 1756;
N;LYS;CE  074;D;1540;20251031;20260327;0000500;LIG;LIG;48;AT4;J;1;;;;;W25;220;;;15MAY25 1756;
N;LYS;CE  075;A;1835;20251027;20260327;1234507;LIG;LIG;48;AT4;J;1;;;;;W25;221;;;15MAY25 1756;
N;LYS;CE  076;D;1945;20251027;20260327;1234507;LIG;LIG;48;AT4;J;1;;;;;W25;222;;;15MAY25 1756;
N;LYS;SS  632;D;1845;20251028;20260326;0204000;MRS;RUN;352;339;J;1;;;;;W25;223;;;03JUN25 1509;
N;LYS;SS  633;A;0615;20251028;20260326;0204000;RUN;MRS;352;339;J;1;;;;;W25;224;;;10JUL25 0742;
N;LYS;AH 1032;A;1710;20251027;20260328;1004060;ALG;ALG;102;736;J;1;;;;;W25;225;;;12MAY25 0952;
N;LYS;AH 1032;A;1455;20251028;20260324;0200000;ALG;ALG;0;73H;J;1;;;;;W25;226;;;12MAY25 0952;
N;LYS;AH 1032;A;1705;20251031;20260327;0000500;ALG;ALG;112;73G;J;1;;;;;W25;227;;;12MAY25 0952;
N;LYS;AH 1033;D;1810;20251027;20260328;1004060;ALG;ALG;102;736;J;1;;;;;W25;228;;;12MAY25 0952;
N;LYS;AH 1033;D;1555;20251028;20260324;0200000;ALG;ALG;0;73H;J;1;;;;;W25;229;;;12MAY25 0952;
N;LYS;AH 1033;D;1805;20251031;20260327;0000500;ALG;ALG;112;73G;J;1;;;;;W25;230;;;12MAY25 0952;
N;LYS;AH 1036;A;1020;20251026;20260322;0000007;ALG;ALG;112;73W;J;1;;;;;W25;231;;;12MAY25 0952;
N;LYS;AH 1036;A;0945;20251027;20260323;1000000;ALG;ALG;148;73H;J;1;;;;;W25;232;;;12MAY25 0952;
N;LYS;AH 1036;A;1020;20251028;20260328;0204060;ALG;ALG;148;73H;J;1;;;;;W25;233;;;03JUN25 1509;
N;LYS;AH 1036;A;1020;20251029;20260325;0030000;ALG;ALG;180;320;J;1;;;;;W25;234;;;12MAY25 0952;
N;LYS;AH 1036;A;1020;20251031;20260327;0000500;ALG;ALG;112;73G;J;1;;;;;W25;235;;;12MAY25 0952;
N;LYS;AH 1037;D;1135;20251026;20260322;0000007;ALG;ALG;112;73W;J;1;;;;;W25;236;;;12MAY25 0952;
N;LYS;AH 1037;D;1615;20251027;20260323;1000000;ALG;ALG;148;73H;J;1;;;;;W25;237;;;12MAY25 0952;
N;LYS;AH 1037;D;1750;20251028;20260324;0200000;ALG;ALG;148;73H;J;1;;;;;W25;238;;;12MAY25 0952;
N;LYS;AH 1037;D;1135;20251029;20260325;0030000;ALG;ALG;180;320;J;1;;;;;W25;239;;;12MAY25 0952;
N;LYS;AH 1037;D;1135;20251030;20260328;0004060;ALG;ALG;148;73H;J;1;;;;;W25;240;;;03JUN25 1510;
N;LYS;AH 1037;D;1135;20251031;20260327;0000500;ALG;ALG;112;73G;J;1;;;;;W25;241;;;12MAY25 0952;
N;LYS;AH 1038;A;1525;20251101;20260328;0000060;BLJ;BLJ;148;73H;J;1;;;;;W25;242;;;12MAY25 0952;
N;LYS;AH 1039;D;1045;20251101;20260328;0000060;BLJ;BLJ;148;73H;J;1;;;;;W25;243;;;12MAY25 0952;
N;LYS;AH 1080;A;1555;20251026;20260325;0030007;ORN;ORN;148;73H;J;1;;;;;W25;244;;;12MAY25 0952;
N;LYS;AH 1080;A;1650;20251028;20260324;0200000;ORN;ORN;148;73H;J;1;;;;;W25;245;;;12MAY25 0952;
N;LYS;AH 1080;A;0910;20251030;20260328;0004060;ORN;ORN;148;73H;J;1;;;;;W25;246;;;12MAY25 0952;
N;LYS;AH 1081;D;1655;20251026;20260325;0030007;ORN;ORN;148;73H;J;1;;;;;W25;247;;;12MAY25 0952;
N;LYS;AH 1081;D;1135;20251028;20260324;0200000;ORN;ORN;148;73H;J;1;;;;;W25;248;;;12MAY25 0952;
N;LYS;AH 1081;D;1015;20251030;20260328;0004060;ORN;ORN;148;73H;J;1;;;;;W25;249;;;12MAY25 0952;
N;LYS;AH 1098;A;0905;20251029;20260325;0030000;TLM;TLM;148;73H;J;1;;;;;W25;250;;;12MAY25 0952;
N;LYS;AH 1099;D;1015;20251029;20260325;0030000;TLM;TLM;148;73H;J;1;;;;;W25;251;;;12MAY25 0952;
N;LYS;AH 1138;A;1510;20251026;20260322;0000007;BJA;BJA;148;73H;J;1;;;;;W25;252;;;12MAY25 0952;
N;LYS;AH 1138;A;1520;20251031;20260327;0000500;BJA;BJA;148;73H;J;1;;;;;W25;253;;;12MAY25 0952;
N;LYS;AH 1139;D;1050;20251026;20260327;0000507;BJA;BJA;148;73H;J;1;;;;;W25;254;;;12MAY25 0952;
N;LYS;AH 1154;A;1515;20251026;20260326;1004007;QSF;QSF;148;73H;J;1;;;;;W25;255;;;12MAY25 0952;
N;LYS;AH 1154;A;1510;20251028;20260324;0200000;QSF;QSF;148;73H;J;1;;;;;W25;256;;;12MAY25 0952;
N;LYS;AH 1154;A;1520;20251101;20260328;0000060;QSF;QSF;148;73H;J;1;;;;;W25;257;;;12MAY25 0952;
N;LYS;AH 1155;D;1045;20251026;20260326;1004007;QSF;QSF;148;73H;J;1;;;;;W25;258;;;12MAY25 0952;
N;LYS;AH 1155;D;1050;20251028;20260328;0200060;QSF;QSF;148;73H;J;1;;;;;W25;259;;;12MAY25 0952;
N;LYS;AH 1156;A;0945;20251026;20260328;0004067;AAE;AAE;148;73H;J;1;;;;;W25;260;;;12MAY25 0952;
N;LYS;AH 1157;D;1615;20251026;20260326;0004007;AAE;AAE;148;73H;J;1;;;;;W25;261;;;12MAY25 0952;
N;LYS;AH 1157;D;1620;20251101;20260328;0000060;AAE;AAE;148;73H;J;1;;;;;W25;262;;;12MAY25 0952;
N;LYS;AH 1258;A;1200;20251026;20260322;0000007;BSK;BSK;148;73H;J;1;;;;;W25;263;;;12MAY25 0952;
N;LYS;AH 1259;D;1310;20251026;20260322;0000007;BSK;BSK;148;73H;J;1;;;;;W25;264;;;12MAY25 0952;
N;LYS;AH 1460;A;0950;20251026;20260328;0200567;CZL;CZL;148;73H;J;1;;;;;W25;265;;;12MAY25 0952;
N;LYS;AH 1461;D;1610;20251026;20260324;0200007;CZL;CZL;148;73H;J;1;;;;;W25;266;;;12MAY25 0952;
N;LYS;AH 1461;D;1620;20251031;20260327;0000500;CZL;CZL;148;73H;J;1;;;;;W25;267;;;12MAY25 0952;
N;LYS;AH 1461;D;1625;20251101;20260328;0000060;CZL;CZL;148;73H;J;1;;;;;W25;268;;;12MAY25 0952;
N;LYS;4D 2051;A;0940;20251212;20260327;0000500;TLV;TLV;180;320;C;1;;;;;W25;269;;;21JUL25 1127;
N;LYS;4D 2052;D;1030;20251212;20260327;0000500;TLV;TLV;180;320;C;1;;;;;W25;270;;;21JUL25 1127;
N;LYS;4D 2061;A;0940;20251213;20260328;0000060;TLV;TLV;180;320;C;1;;;;;W25;271;;;21JUL25 1127;
N;LYS;4D 2062;D;1030;20251213;20260328;0000060;TLV;TLV;180;320;C;1;;;;;W25;272;;;21JUL25 1127;
N;LYS;LH 1074;A;0855;20251026;20260322;0000007;FRA;FRA;172;32A;J;1;;;;;W25;273;;;10JUL25 1431;
N;LYS;LH 1074;A;0905;20251027;20260323;1000000;FRA;FRA;131;319;J;1;;;;;W25;274;;;12MAY25 1438;
N;LYS;LH 1074;A;0905;20251028;20260326;0234000;FRA;FRA;172;32A;J;1;;;;;W25;275;;;03JUN25 1509;
N;LYS;LH 1074;A;0915;20251031;20260327;0000500;FRA;FRA;172;32A;J;1;;;;;W25;276;;;10JUL25 1431;
N;LYS;LH 1074;A;0905;20251101;20260328;0000060;FRA;FRA;160;320;J;1;;;;;W25;277;;;10JUL25 1431;
N;LYS;LH 1075;D;0935;20251026;20260322;0000007;FRA;FRA;172;32A;J;1;;;;;W25;278;;;10JUL25 1431;
N;LYS;LH 1075;D;0940;20251027;20260323;1000000;FRA;FRA;131;319;J;1;;;;;W25;279;;;12MAY25 1439;
N;LYS;LH 1075;D;0945;20251028;20260325;0230000;FRA;FRA;172;32A;J;1;;;;;W25;280;;;03JUN25 1510;
N;LYS;LH 1075;D;0940;20251030;20260326;0004000;FRA;FRA;172;32A;J;1;;;;;W25;281;;;10JUL25 1431;
N;LYS;LH 1075;D;0955;20251031;20260327;0000500;FRA;FRA;172;32A;J;1;;;;;W25;282;;;03JUN25 1510;
N;LYS;LH 1075;D;0950;20251101;20260328;0000060;FRA;FRA;160;320;J;1;;;;;W25;283;;;10JUL25 1431;
N;LYS;LH 1076;A;1250;20251026;20260322;0000007;FRA;FRA;160;320;J;1;;;;;W25;284;;;25JUL25 0858;
N;LYS;LH 1076;A;1320;20251027;20260323;1000000;FRA;FRA;160;320;J;1;;;;;W25;285;;;25JUL25 0858;
N;LYS;LH 1076;A;1310;20251028;20260324;0200000;FRA;FRA;172;32A;J;1;;;;;W25;286;;;25JUL25 0858;
N;LYS;LH 1076;A;1310;20251029;20251217;0030000;FRA;FRA;160;320;J;1;;;;;W25;287;;;25JUL25 0858;
N;LYS;LH 1076;A;1310;20251030;20260326;0004000;FRA;FRA;160;320;J;1;;;;;W25;288;;;25JUL25 0858;
N;LYS;LH 1076;A;1310;20251031;20260327;0000500;FRA;FRA;195;321;J;1;;;;;W25;289;;;25JUL25 0858;
N;LYS;LH 1076;A;1315;20251101;20260328;0000060;FRA;FRA;160;320;J;1;;;;;W25;290;;;25JUL25 0858;
N;LYS;LH 1076;A;1310;20251224;20251224;0030000;FRA;FRA;160;320;J;1;;;;;W25;291;;;25JUL25 0858;
N;LYS;LH 1076;A;1310;20251231;20260325;0030000;FRA;FRA;160;320;J;1;;;;;W25;292;;;25JUL25 0858;
N;LYS;LH 1077;D;1355;20251026;20260111;0000007;FRA;FRA;160;320;J;1;;;;;W25;293;;;25JUL25 0849;
N;LYS;LH 1077;D;1405;20251027;20260323;1000000;FRA;FRA;160;320;J;1;;;;;W25;294;;;25JUL25 0849;
N;LYS;LH 1077;D;1405;20251028;20260324;0200000;FRA;FRA;172;32A;J;1;;;;;W25;295;;;25JUL25 0849;
N;LYS;LH 1077;D;1405;20251029;20251217;0030000;FRA;FRA;160;320;J;1;;;;;W25;296;;;25JUL25 0849;
N;LYS;LH 1077;D;1355;20251030;20251218;0004000;FRA;FRA;160;320;J;1;;;;;W25;297;;;25JUL25 0849;
N;LYS;LH 1077;D;1405;20251031;20260327;0000500;FRA;FRA;195;321;J;1;;;;;W25;298;;;25JUL25 0849;
N;LYS;LH 1077;D;1400;20251101;20260328;0000060;FRA;FRA;160;320;J;1;;;;;W25;299;;;25JUL25 0849;
N;LYS;LH 1077;D;1405;20251224;20251224;0030000;FRA;FRA;160;320;J;1;;;;;W25;300;;;25JUL25 0850;
N;LYS;LH 1077;D;1355;20251225;20251225;0004000;FRA;FRA;160;320;J;1;;;;;W25;301;;;25JUL25 0901;
N;LYS;LH 1077;D;1405;20251231;20260325;0030000;FRA;FRA;160;320;J;1;;;;;W25;302;;;25JUL25 0849;
N;LYS;LH 1077;D;1355;20260101;20260326;0004000;FRA;FRA;160;320;J;1;;;;;W25;303;;;25JUL25 0858;
N;LYS;LH 1077;D;1355;20260118;20260118;0000007;FRA;FRA;160;320;J;1;;;;;W25;304;;;25JUL25 0901;
N;LYS;LH 1077;D;1355;20260125;20260322;0000007;FRA;FRA;160;320;J;1;;;;;W25;305;;;25JUL25 0849;
N;LYS;LH 1078;A;1715;20251026;20260322;0000007;FRA;FRA;195;321;J;1;;;;;W25;306;;;12MAY25 1438;
N;LYS;LH 1078;A;1700;20251027;20260323;1000000;FRA;FRA;131;319;J;1;;;;;W25;307;;;03JUN25 1510;
N;LYS;LH 1078;A;1705;20251028;20260324;0200000;FRA;FRA;131;319;J;1;;;;;W25;308;;;10JUL25 1431;
N;LYS;LH 1078;A;1705;20251029;20260325;0030000;FRA;FRA;195;321;J;1;;;;;W25;309;;;01AUG25 1431;
N;LYS;LH 1078;A;1700;20251030;20260326;0004000;FRA;FRA;160;320;J;1;;;;;W25;310;;;03JUN25 1509;
N;LYS;LH 1078;A;1720;20251031;20260327;0000500;FRA;FRA;131;319;J;1;;;;;W25;311;;;12MAY25 1438;
N;LYS;LH 1079;D;1800;20251026;20260322;0000007;FRA;FRA;195;321;J;1;;;;;W25;312;;;12MAY25 1438;
N;LYS;LH 1079;D;1750;20251027;20260323;1000000;FRA;FRA;131;319;J;1;;;;;W25;313;;;10JUL25 1431;
N;LYS;LH 1079;D;1750;20251028;20260324;0200000;FRA;FRA;131;319;J;1;;;;;W25;314;;;10JUL25 1431;
N;LYS;LH 1079;D;1750;20251029;20260325;0030000;FRA;FRA;195;321;J;1;;;;;W25;315;;;01AUG25 1431;
N;LYS;LH 1079;D;1750;20251030;20260326;0004000;FRA;FRA;160;320;J;1;;;;;W25;316;;;10JUL25 1431;
N;LYS;LH 1079;D;1800;20251031;20260327;0000500;FRA;FRA;131;319;J;1;;;;;W25;317;;;12MAY25 1438;
N;LYS;LH 1082;A;2220;20251026;20260208;0000007;FRA;FRA;160;320;J;1;;;;;W25;318;;;10JUL25 1430;
N;LYS;LH 1082;A;2220;20251027;20260323;1000000;FRA;FRA;160;320;J;1;;;;;W25;319;;;10JUL25 1430;
N;LYS;LH 1082;A;2220;20251028;20260324;0200000;FRA;FRA;195;321;J;1;;;;;W25;320;;;01AUG25 1431;
N;LYS;LH 1082;A;2235;20251029;20260325;0030000;FRA;FRA;160;320;J;1;;;;;W25;321;;;10JUL25 1430;
N;LYS;LH 1082;A;2220;20251030;20251218;0004000;FRA;FRA;160;320;J;1;;;;;W25;322;;;01AUG25 1431;
N;LYS;LH 1082;A;2225;20251031;20260327;0000500;FRA;FRA;160;320;J;1;;;;;W25;323;;;10JUL25 1430;
N;LYS;LH 1082;A;2220;20251101;20260328;0000060;FRA;FRA;160;320;J;1;;;;;W25;324;;;10JUL25 1430;
N;LYS;LH 1082;A;2220;20251225;20260205;0004000;FRA;FRA;160;320;J;1;;;;;W25;325;;;12MAY25 1440;
N;LYS;LH 1082;A;2220;20260212;20260326;0004007;FRA;FRA;160;320;J;1;;;;;W25;326;;;10JUL25 1430;
N;LYS;LH 1083;D;0510;20251026;20260324;0200007;FRA;FRA;160;320;J;1;;;;;W25;327;;;12MAY25 1437;
N;LYS;LH 1083;D;0525;20251027;20260327;1000500;FRA;FRA;160;320;J;1;;;;;W25;328;;;01AUG25 1431;
N;LYS;LH 1083;D;0525;20251029;20260325;0030000;FRA;FRA;195;321;J;1;;;;;W25;329;;;01AUG25 1431;
N;LYS;LH 1083;D;0520;20251030;20260328;0004060;FRA;FRA;160;320;J;1;;;;;W25;330;;;10JUL25 1430;
N;LYS;LH 2246;A;0715;20251026;20260327;1234507;MUC;MUC;84;CR9;J;1;;;;;W25;331;;;03JUN25 1509;
N;LYS;LH 2246;A;0715;20251101;20260328;0000060;MUC;MUC;131;319;J;1;;;;;W25;332;;;12MAY25 1437;
N;LYS;LH 2247;D;0755;20251026;20260327;1234507;MUC;MUC;84;CR9;J;1;;;;;W25;333;;;03JUN25 1510;
N;LYS;LH 2247;D;0755;20251101;20260328;0000060;MUC;MUC;131;319;J;1;;;;;W25;334;;;12MAY25 1437;
N;LYS;LH 2248;A;1125;20251026;20260328;1204567;MUC;MUC;138;319;J;1;;;;;W25;335;;;23JUL25 0926;
N;LYS;LH 2248;A;1125;20251029;20260325;0030000;MUC;MUC;138;319;J;1;;;;;W25;336;;;23JUL25 0926;
N;LYS;LH 2249;D;1205;20251026;20260328;1204567;MUC;MUC;138;319;J;1;;;;;W25;337;;;23JUL25 0926;
N;LYS;LH 2249;D;1205;20251029;20260325;0030000;MUC;MUC;138;319;J;1;;;;;W25;338;;;23JUL25 0926;
N;LYS;LH 2250;A;1640;20251026;20260328;1234567;MUC;MUC;84;CR9;J;1;;;;;W25;339;;;10JUL25 1437;
N;LYS;LH 2251;D;1725;20251026;20260328;1234567;MUC;MUC;84;CR9;J;1;;;;;W25;340;;;03JUN25 1508;
N;LYS;A0 2580;A;0925;20251213;20260328;0000060;LGW;LGW;177;320;J;1;;;;;W25;341;;;13MAY25 1041;
N;LYS;A0 2580;A;1010;20251214;20260322;0000007;LGW;LGW;177;320;J;1;;;;;W25;342;;;13MAY25 1041;
N;LYS;A0 2580;A;0925;20251219;20260327;0000500;LGW;LGW;174;320;J;1;;;;;W25;343;;;13MAY25 1041;
N;LYS;A0 2581;D;1025;20251213;20260328;0000060;LGW;LGW;177;320;J;1;;;;;W25;344;;;13MAY25 1041;
N;LYS;A0 2581;D;1100;20251214;20260322;0000007;LGW;LGW;177;320;J;1;;;;;W25;345;;;13MAY25 1041;
N;LYS;A0 2581;D;1015;20251219;20260327;0000500;LGW;LGW;174;320;J;1;;;;;W25;346;;;13MAY25 1041;
N;LYS;A0 8620;A;0805;20251213;20260328;0000060;LGW;LGW;177;320;C;1;;;;;W25;347;;;13MAY25 1041;
N;LYS;A0 8621;D;0855;20251213;20260328;0000060;LGW;LGW;177;320;C;1;;;;;W25;348;;;13MAY25 1041;
N;LYS;EI  550;A;0930;20251220;20260328;0000060;DUB;DUB;174;320;J;1;;;;;W25;349;;;14MAY25 1129;
N;LYS;EI  551;D;0915;20251213;20260110;0000060;DUB;DUB;174;320;J;1;;;;;W25;350;;;14MAY25 1129;
N;LYS;EI  552;A;1310;20251026;20260327;1034507;DUB;DUB;174;320;J;1;;;;;W25;351;;;14MAY25 1129;
N;LYS;EI  552;A;1310;20251213;20260328;0200060;DUB;DUB;174;320;J;1;;;;;W25;352;;;14MAY25 1129;
N;LYS;EI  553;D;1350;20251026;20260327;1034507;DUB;DUB;174;320;J;1;;;;;W25;353;;;14MAY25 1129;
N;LYS;EI  553;D;1350;20251213;20260328;0200060;DUB;DUB;174;320;J;1;;;;;W25;354;;;14MAY25 1129;
N;LYS;EI  554;A;0835;20251213;20260110;0000060;DUB;DUB;174;320;J;1;;;;;W25;355;;;14MAY25 1129;
N;LYS;EI  555;D;1610;20251220;20260328;0000060;DUB;DUB;174;320;J;1;;;;;W25;356;;;14MAY25 1129;
N;LYS;EI  828;A;1530;20251220;20260328;0000060;ORK;ORK;174;320;J;1;;;;;W25;357;;;14MAY25 1129;
N;LYS;EI  828;A;1400;20251224;20260325;0030000;ORK;ORK;174;320;J;1;;;;;W25;358;;;11JUN25 1520;
N;LYS;EI  829;D;1010;20251220;20260328;0000060;ORK;ORK;174;320;J;1;;;;;W25;359;;;14MAY25 1129;
N;LYS;EI  829;D;1440;20251224;20260325;0030000;ORK;ORK;174;320;J;1;;;;;W25;360;;;11JUN25 1520;
N;LYS;EC 1811;A;1325;20251027;20260323;1000000;BOD;BOD;156;319;J;1;;;;;W25;361;;;15MAY25 2232;
N;LYS;EC 1812;D;1030;20251027;20260323;1000000;BOD;BOD;156;319;J;1;;;;;W25;362;;;03JUN25 1508;
N;LYS;EC 1815;A;1300;20251031;20260327;0000500;BOD;BOD;186;320;J;1;;;;;W25;363;;;15MAY25 2232;
N;LYS;EC 1816;D;1000;20251031;20260327;0000500;BOD;BOD;186;320;J;1;;;;;W25;364;;;15MAY25 2232;
N;LYS;EC 1817;A;2225;20251027;20260323;1000000;BOD;BOD;186;320;J;1;;;;;W25;365;;;15MAY25 2232;
N;LYS;EC 1817;A;1940;20251028;20260324;0200000;BOD;BOD;186;320;J;1;;;;;W25;366;;;15MAY25 2232;
N;LYS;EC 1817;A;1930;20251029;20260325;0030000;BOD;BOD;186;320;J;1;;;;;W25;367;;;15MAY25 2232;
N;LYS;EC 1817;A;1920;20251030;20260326;0004000;BOD;BOD;186;320;J;1;;;;;W25;368;;;15MAY25 2232;
N;LYS;EC 1818;D;1925;20251027;20260323;1000000;BOD;BOD;186;320;J;1;;;;;W25;369;;;15MAY25 2232;
N;LYS;EC 1818;D;2020;20251028;20260324;0200000;BOD;BOD;186;320;J;1;;;;;W25;370;;;15MAY25 2232;
N;LYS;EC 1818;D;2010;20251029;20260325;0030000;BOD;BOD;186;320;J;1;;;;;W25;371;;;03JUN25 1509;
N;LYS;EC 1818;D;2000;20251030;20260326;0004000;BOD;BOD;186;320;J;1;;;;;W25;372;;;15MAY25 2232;
N;LYS;EC 2997;A;1110;20251026;20260328;1234567;FCO;FCO;156;319;J;1;;;;;W25;373;;;22JUL25 0909;
N;LYS;EC 2998;D;1140;20251026;20260322;0000007;FCO;FCO;156;319;J;1;;;;;W25;374;;;22JUL25 1229;
N;LYS;EC 2998;D;1140;20251027;20260328;1234560;FCO;FCO;156;319;J;1;;;;;W25;375;;;22JUL25 0909;
N;LYS;EC 4011;A;1815;20251027;20260323;1000000;VCE;VCE;186;320;J;1;;;;;W25;376;;;15MAY25 2232;
N;LYS;EC 4011;A;1240;20251029;20251105;0030000;VCE;VCE;186;320;J;1;;;;;W25;377;;;30JUL25 1400;
N;LYS;EC 4011;A;1755;20251030;20260326;0004000;VCE;VCE;186;320;J;1;;;;;W25;378;;;15MAY25 2232;
N;LYS;EC 4011;A;1240;20251203;20251231;0030000;VCE;VCE;186;320;J;1;;;;;W25;379;;;31JUL25 1104;
N;LYS;EC 4011;A;1240;20260211;20260325;0030000;VCE;VCE;186;320;J;1;;;;;W25;380;;;30JUL25 1400;
N;LYS;EC 4012;D;1500;20251027;20260323;1000000;VCE;VCE;186;320;J;1;;;;;W25;381;;;03JUN25 1509;
N;LYS;EC 4012;D;0915;20251029;20251105;0030000;VCE;VCE;186;320;J;1;;;;;W25;382;;;30JUL25 1357;
N;LYS;EC 4012;D;1440;20251030;20260326;0004000;VCE;VCE;186;320;J;1;;;;;W25;383;;;03JUN25 1510;
N;LYS;EC 4012;D;0915;20251203;20251231;0030000;VCE;VCE;186;320;J;1;;;;;W25;384;;;31JUL25 1105;
N;LYS;EC 4012;D;0915;20260211;20260325;0030000;VCE;VCE;186;320;J;1;;;;;W25;385;;;30JUL25 1357;
N;LYS;EC 4187;A;0810;20251026;20260322;0000007;NAP;NAP;186;320;J;1;;;;;W25;386;;;15MAY25 2232;
N;LYS;EC 4187;A;0705;20251028;20260324;0200000;NAP;NAP;186;320;J;1;;;;;W25;387;;;15MAY25 2232;
N;LYS;EC 4187;A;1350;20251030;20260326;0004000;NAP;NAP;186;320;J;1;;;;;W25;388;;;15MAY25 2232;
N;LYS;EC 4187;A;0815;20251031;20260327;0000500;NAP;NAP;186;320;J;1;;;;;W25;389;;;15MAY25 2232;
N;LYS;EC 4188;D;0845;20251026;20260322;0000007;NAP;NAP;186;320;J;1;;;;;W25;390;;;15MAY25 2232;
N;LYS;EC 4188;D;0740;20251028;20260324;0200000;NAP;NAP;186;320;J;1;;;;;W25;391;;;15MAY25 2232;
N;LYS;EC 4188;D;0935;20251030;20260326;0004000;NAP;NAP;186;320;J;1;;;;;W25;392;;;15MAY25 2232;
N;LYS;EC 4188;D;0900;20251031;20260327;0000500;NAP;NAP;186;320;J;1;;;;;W25;393;;;15MAY25 2232;
N;LYS;EC 4209;D;0500;20251101;20260131;0000060;BOD;BOD;156;319;J;1;;;;;W25;394;;;15MAY25 2232;
N;LYS;EC 4209;D;0500;20260228;20260328;0000060;BOD;BOD;156;319;J;1;;;;;W25;395;;;15MAY25 2232;
N;LYS;EC 4301;D;0615;20251027;20260323;1000000;LRH;LRH;156;319;J;1;;;;;W25;396;;;15MAY25 2232;
N;LYS;EC 4301;D;1520;20251029;20251029;0030000;LRH;LRH;156;319;J;1;;;;;W25;397;;;30JUL25 1402;
N;LYS;EC 4301;D;1450;20251031;20260327;0000500;LRH;LRH;156;319;J;1;;;;;W25;398;;;15MAY25 2232;
N;LYS;EC 4301;D;1520;20251224;20251231;0030000;LRH;LRH;156;319;J;1;;;;;W25;399;;;30JUL25 1402;
N;LYS;EC 4301;D;1520;20260218;20260225;0030000;LRH;LRH;156;319;J;1;;;;;W25;400;;;31JUL25 1106;
N;LYS;EC 4302;A;0910;20251027;20260323;1000000;LRH;LRH;156;319;J;1;;;;;W25;401;;;15MAY25 2232;
N;LYS;EC 4302;A;1820;20251029;20251029;0030000;LRH;LRH;156;319;J;1;;;;;W25;402;;;30JUL25 1404;
N;LYS;EC 4302;A;1745;20251031;20260327;0000500;LRH;LRH;156;319;J;1;;;;;W25;403;;;15MAY25 2232;
N;LYS;EC 4302;A;1820;20251224;20251231;0030000;LRH;LRH;156;319;J;1;;;;;W25;404;;;30JUL25 1404;
N;LYS;EC 4302;A;1815;20260218;20260225;0030000;LRH;LRH;156;319;J;1;;;;;W25;405;;;31JUL25 1107;
N;LYS;EC 4309;D;0600;20251027;20260326;1234000;BOD;BOD;186;320;J;1;;;;;W25;406;;;03JUN25 1509;
