N/D;Airport;Flight Number;A/D;Time;From;To;Ops Days;Org/Nxt;Prv/Fin;Seats;A/C;STC;Frequency;Wait;;;;Season;Rotation ID;Code;Registration;Last Update;
N;LYS;A3  646;A;1440;20250509;20250509;0000500;ATH;ATH;180;32N;J;1;;;;;S25;33;;;01APR25 0945;
N;LYS;A3  646;A;1440;20250511;20250511;0000007;ATH;ATH;180;32N;J;1;;;;;S25;34;;;09MAY25 1218;
N;LYS;A3  646;A;1440;20250516;20250516;0000500;ATH;ATH;174;320;J;1;;;;;S25;35;;;15MAY25 0409;
N;LYS;A3  646;A;1440;20250518;20250518;0000007;ATH;ATH;206;321;J;1;;;;;S25;36;;;17MAY25 1753;
N;LYS;A3  646;A;1440;20250523;20250523;0000500;ATH;ATH;174;320;J;1;;;;;S25;37;;;12MAY25 1945;
N;LYS;A3  646;A;1440;20250525;20250525;0000007;ATH;ATH;174;320;J;1;;;;;S25;38;;;20MAY25 1310;
N;LYS;A3  646;A;1440;20250528;20250528;0030000;ATH;ATH;174;320;J;1;;;;;S25;39;;;10APR25 1730;
N;LYS;A3  646;A;1440;20250530;20250530;0000500;ATH;ATH;174;320;J;1;;;;;S25;40;;;29MAY25 1259;
N;LYS;A3  646;A;1440;20250601;20250615;0000007;ATH;ATH;180;32N;J;1;;;;;S25;41;;;03JUN25 0628;
N;LYS;A3  646;A;1440;20250604;20250604;0030000;ATH;ATH;174;320;J;1;;;;;S25;42;;;30APR25 0644;
N;LYS;A3  646;A;1440;20250606;20250613;0000500;ATH;ATH;174;320;J;1;;;;;S25;43;;;03JUN25 0628;
N;LYS;A3  646;A;1440;20250611;20250618;0030000;ATH;ATH;180;32N;J;1;;;;;S25;44;;;03JUN25 0628;
N;LYS;A3  646;A;1440;20250620;20250620;0000500;ATH;ATH;174;320;J;1;;;;;S25;45;;;20JUN25 1023;
N;LYS;A3  646;A;1440;20250622;20250627;0030507;ATH;ATH;174;320;J;1;;;;;S25;46;;;03JUN25 0628;
N;LYS;A3  646;A;1440;20250629;20250928;0000007;ATH;ATH;180;32N;J;1;;;;;S25;47;;;03JUN25 0628;
N;LYS;A3  646;A;1440;20250702;20250702;0030000;ATH;ATH;174;320;J;1;;;;;S25;48;;;11JUN25 0958;
N;LYS;A3  646;A;1440;20250704;20250829;0000500;ATH;ATH;180;32N;J;1;;;;;S25;49;;;03JUN25 0628;
N;LYS;A3  646;A;1440;20250709;20250716;0030000;ATH;ATH;180;32N;J;1;;;;;S25;50;;;11JUN25 0958;
N;LYS;A3  646;A;1440;20250723;20250730;0030000;ATH;ATH;174;320;J;1;;;;;S25;51;;;11JUN25 0958;
N;LYS;A3  646;A;1440;20250806;20250827;0030000;ATH;ATH;180;32N;J;1;;;;;S25;52;;;11JUN25 0958;
N;LYS;A3  646;A;1440;20250903;20251003;0030500;ATH;ATH;174;320;J;1;;;;;S25;53;;;22MAY25 0858;
N;LYS;A3  646;A;1440;20251005;20251010;0030507;ATH;ATH;174;320;J;1;;;;;S25;54;;;22MAY25 0858;
N;LYS;A3  646;A;1440;20251012;20251019;0000007;ATH;ATH;180;32N;J;1;;;;;S25;55;;;22MAY25 0858;
N;LYS;A3  646;A;1440;20251015;20251015;0030000;ATH;ATH;180;32N;J;1;;;;;S25;56;;;22MAY25 0858;
N;LYS;A3  646;A;1440;20251017;20251024;0000500;ATH;ATH;180;32N;J;1;;;;;S25;57;;;22MAY25 0858;
N;LYS;A3  647;D;1530;20250418;20250418;0000500;ATH;ATH;174;320;J;1;;;;;S25;58;;;21MAR25 1006;
N;LYS;A3  647;D;1530;20250420;20250420;0000007;ATH;ATH;180;32N;J;1;;;;;S25;59;;;24MAR25 0706;
N;LYS;A3  647;D;1530;20250423;20250423;0030000;ATH;ATH;180;32N;J;1;;;;;S25;60;;;15APR25 0951;
N;LYS;A3  647;D;1530;20250425;20250425;0000500;ATH;ATH;180;32N;J;1;;;;;S25;61;;;07APR25 1352;
N;LYS;A3  647;D;1530;20250427;20250427;0000007;ATH;ATH;174;320;J;1;;;;;S25;62;;;24MAR25 0706;
N;LYS;A3  647;D;1530;20250430;20250430;0030000;ATH;ATH;174;320;J;1;;;;;S25;63;;;15APR25 0951;
N;LYS;A3  647;D;1530;20250502;20250502;0000500;ATH;ATH;174;320;J;1;;;;;S25;64;;;01APR25 0945;
N;LYS;A3  647;D;1530;20250504;20250504;0000007;ATH;ATH;180;32N;J;1;;;;;S25;65;;;01APR25 0945;
N;LYS;A3  647;D;1530;20250509;20250509;0000500;ATH;ATH;180;32N;J;1;;;;;S25;66;;;01APR25 0945;
N;LYS;A3  647;D;1530;20250511;20250511;0000007;ATH;ATH;180;32N;J;1;;;;;S25;67;;;09MAY25 1218;
N;LYS;A3  647;D;1530;20250516;20250516;0000500;ATH;ATH;174;320;J;1;;;;;S25;68;;;15MAY25 0409;
N;LYS;A3  647;D;1530;20250518;20250518;0000007;ATH;ATH;206;321;J;1;;;;;S25;69;;;17MAY25 1753;
N;LYS;A3  647;D;1530;20250523;20250523;0000500;ATH;ATH;174;320;J;1;;;;;S25;70;;;12MAY25 1945;
N;LYS;A3  647;D;1530;20250525;20250525;0000007;ATH;ATH;174;320;J;1;;;;;S25;71;;;20MAY25 1310;
N;LYS;A3  647;D;1530;20250528;20250528;0030000;ATH;ATH;174;320;J;1;;;;;S25;72;;;10APR25 1730;
N;LYS;A3  647;D;1530;20250530;20250530;0000500;ATH;ATH;174;320;J;1;;;;;S25;73;;;29MAY25 1259;
N;LYS;A3  647;D;1530;20250601;20250615;0000007;ATH;ATH;180;32N;J;1;;;;;S25;74;;;03JUN25 0628;
N;LYS;A3  647;D;1530;20250604;20250604;0030000;ATH;ATH;174;320;J;1;;;;;S25;75;;;30APR25 0644;
N;LYS;A3  647;D;1530;20250606;20250613;0000500;ATH;ATH;174;320;J;1;;;;;S25;76;;;03JUN25 0628;
N;LYS;A3  647;D;1530;20250611;20250618;0030000;ATH;ATH;180;32N;J;1;;;;;S25;77;;;03JUN25 0628;
N;LYS;A3  647;D;1530;20250620;20250620;0000500;ATH;ATH;174;320;J;1;;;;;S25;78;;;20JUN25 1023;
N;LYS;A3  647;D;1530;20250622;20250627;0030507;ATH;ATH;174;320;J;1;;;;;S25;79;;;03JUN25 0628;
N;LYS;A3  647;D;1530;20250629;20250928;0000007;ATH;ATH;180;32N;J;1;;;;;S25;80;;;03JUN25 0628;
N;LYS;A3  647;D;1530;20250702;20250702;0030000;ATH;ATH;174;320;J;1;;;;;S25;81;;;11JUN25 0958;
N;LYS;A3  647;D;1530;20250704;20250829;0000500;ATH;ATH;180;32N;J;1;;;;;S25;82;;;03JUN25 0628;
N;LYS;A3  647;D;1530;20250709;20250716;0030000;ATH;ATH;180;32N;J;1;;;;;S25;83;;;11JUN25 0958;
N;LYS;A3  647;D;1530;20250723;20250730;0030000;ATH;ATH;174;320;J;1;;;;;S25;84;;;11JUN25 0958;
N;LYS;A3  647;D;1530;20250806;20250827;0030000;ATH;ATH;180;32N;J;1;;;;;S25;85;;;11JUN25 0958;
N;LYS;A3  647;D;1530;20250903;20251003;0030500;ATH;ATH;174;320;J;1;;;;;S25;86;;;22MAY25 0858;
N;LYS;A3  647;D;1530;20251005;20251010;0030507;ATH;ATH;174;320;J;1;;;;;S25;87;;;22MAY25 0858;
N;LYS;A3  647;D;1530;20251012;20251019;0000007;ATH;ATH;180;32N;J;1;;;;;S25;88;;;22MAY25 0858;
N;LYS;A3  647;D;1530;20251015;20251015;0030000;ATH;ATH;180;32N;J;1;;;;;S25;89;;;22MAY25 0858;
N;LYS;A3  647;D;1530;20251017;20251024;0000500;ATH;ATH;180;32N;J;1;;;;;S25;90;;;22MAY25 0858;
N;LYS;A3 4384;A;0730;20250406;20250406;0000007;RHO;RHO;174;320;C;1;;;;;S25;91;;;06FEB25 1226;
N;LYS;A3 4384;A;0730;20250420;20250420;0000007;RHO;RHO;174;320;C;1;;;;;S25;92;;;06FEB25 1226;
N;LYS;A3 4384;A;0730;20250504;20250504;0000007;RHO;RHO;174;320;C;1;;;;;S25;93;;;06FEB25 1226;
N;LYS;A3 4384;A;0730;20250518;20250518;0000007;RHO;RHO;174;320;C;1;;;;;S25;94;;;06FEB25 1226;
N;LYS;A3 4384;A;0730;20250601;20250601;0000007;RHO;RHO;174;320;C;1;;;;;S25;95;;;06FEB25 1226;
N;LYS;A3 4385;D;0815;20250406;20250406;0000007;RHO;RHO;174;320;C;1;;;;;S25;96;;;06FEB25 1226;
N;LYS;A3 4385;D;0815;20250420;20250420;0000007;RHO;RHO;174;320;C;1;;;;;S25;97;;;06FEB25 1226;
N;LYS;A3 4385;D;0815;20250504;20250504;0000007;RHO;RHO;174;320;C;1;;;;;S25;98;;;06FEB25 1226;
N;LYS;A3 4385;D;0815;20250518;20250518;0000007;RHO;RHO;174;320;C;1;;;;;S25;99;;;06FEB25 1226;
N;LYS;A3 6185;D;0815;20250601;20250601;0000007;RHO;RHO;174;320;P;1;;;;;S25;100;;;06FEB25 1226;
N;LYS;NL  171;A;0925;20250723;20250723;0030000;LBG;LBG;49;ER4;C;1;;;;;S25;101;;;30MAY25 1448;
N;LYS;NL  172;D;1015;20250723;20250723;0030000;TLS;TLS;49;ER4;C;1;;;;;S25;102;;;30MAY25 1448;
N;LYS;NL  183F;A;1135;20250411;20250411;0000500;SBK;SBK;49;ER4;P;1;;;;;S25;103;;;08APR25 1140;
N;LYS;NL  183;D;1300;20250411;20250411;0000500;CWL;CWL;49;ER4;C;1;;;;;S25;104;;;08APR25 1140;
N;LYS;NL  184F;D;1145;20250413;20250413;0000007;SBK;SBK;49;ER4;P;1;;;;;S25;105;;;11APR25 1305;
N;LYS;NL  184;A;2340;20250412;20250412;0000060;CWL;CWL;49;ER4;C;1;;;;;S25;106;;;11APR25 1305;
N;LYS;AF  380V;A;0640;20250414;20250414;1000000;CDG;CDG;100;E90;P;1;;;;;S25;107;;;13APR25 2112;
N;LYS;AF  380V;D;0830;20250501;20250501;0004000;CDG;CDG;148;223;P;1;;;;;S25;108;;;01MAY25 0345;
N;LYS;AF  382V;A;2010;20250703;20250703;0004000;CDG;CDG;100;E90;P;1;;;;;S25;109;;;03JUL25 1744;
N;LYS;AF  382V;D;0830;20250408;20250408;0200000;CDG;CDG;212;321;P;1;;;;;S25;110;;;07APR25 1913;
N;LYS;AF  392V;D;2030;20250601;20250601;0000007;TLS;TLS;212;321;P;1;;;;;S25;111;;;01JUN25 1953;
N;LYS;AF  392V;D;1300;20250626;20250626;0004000;CDG;CDG;174;320;P;1;;;;;S25;112;;;26JUN25 0225;
N;LYS;AF 1021;A;2000;20250511;20250511;0000007;OLB;OLB;100;E90;J;1;;;;;S25;113;;;12MAY25 0640;
N;LYS;AF 1482;D;0635;20250331;20250407;1000000;NTE;NTE;100;E90;J;1;;;;;S25;114;;;07MAR25 1522;
N;LYS;AF 1482;D;0635;20250401;20250409;0230000;NTE;NTE;100;E90;J;1;;;;;S25;115;;;07MAR25 1522;
N;LYS;AF 1482;D;0635;20250403;20250410;0004000;NTE;NTE;100;E90;J;1;;;;;S25;116;;;07MAR25 1522;
N;LYS;AF 1482;D;0950;20250414;20250414;1000000;NTE;NTE;76;E70;J;1;;;;;S25;117;;;14APR25 0944;
N;LYS;AF 1482;D;1000;20250415;20250415;0200000;NTE;NTE;76;E70;J;1;;;;;S25;118;;;15APR25 0554;
N;LYS;AF 1482;D;0950;20250416;20250417;0034000;NTE;NTE;100;E90;J;1;;;;;S25;119;;;15APR25 0554;
N;LYS;AF 1482;D;0950;20250418;20250425;0000500;NTE;NTE;100;E90;J;1;;;;;S25;120;;;07MAR25 1512;
N;LYS;AF 1482;D;0950;20250422;20250422;0200000;NTE;NTE;100;E90;J;1;;;;;S25;121;;;29APR25 0854;
N;LYS;AF 1482;D;0950;20250423;20250423;0030000;NTE;NTE;100;E90;J;1;;;;;S25;122;;;29APR25 2208;
N;LYS;AF 1482;D;0950;20250424;20250428;1004000;NTE;NTE;100;E90;J;1;;;;;S25;123;;;29APR25 2208;
N;LYS;AF 1482;D;0950;20250430;20250430;0030000;NTE;NTE;76;E70;J;1;;;;;S25;124;;;29APR25 2208;
N;LYS;AF 1482;D;0950;20250505;20250505;1000000;NTE;NTE;76;E70;J;1;;;;;S25;125;;;04MAY25 1747;
N;LYS;AF 1482;D;0950;20250506;20250507;0230000;NTE;NTE;100;E90;J;1;;;;;S25;126;;;04MAY25 1747;
N;LYS;AF 1482;D;0635;20250512;20250602;1000000;NTE;NTE;100;E90;J;1;;;;;S25;127;;;07MAR25 1522;
N;LYS;AF 1482;D;0635;20250513;20250617;0200000;NTE;NTE;100;E90;J;1;;;;;S25;128;;;23JUN25 1601;
N;LYS;AF 1482;D;0635;20250514;20250702;0030000;NTE;NTE;100;E90;J;1;;;;;S25;129;;;23JUN25 1601;
N;LYS;AF 1482;D;0635;20250515;20250522;0004000;NTE;NTE;100;E90;J;1;;;;;S25;130;;;07MAR25 1503;
N;LYS;AF 1482;D;0635;20250605;20250703;0004000;NTE;NTE;100;E90;J;1;;;;;S25;131;;;11MAR25 1445;
N;LYS;AF 1482;D;0635;20250616;20250630;1000000;NTE;NTE;100;E90;J;1;;;;;S25;132;;;11MAR25 1445;
N;LYS;AF 1482;D;0640;20250624;20250624;0200000;NTE;NTE;76;E70;J;1;;;;;S25;133;;;23JUN25 1601;
N;LYS;AF 1482;D;0635;20250701;20250701;0200000;NTE;NTE;100;E90;J;1;;;;;S25;134;;;23JUN25 1601;
N;LYS;AF 1482;D;0950;20250707;20250724;1234000;NTE;NTE;100;E90;J;1;;;;;S25;135;;;11MAR25 1445;
N;LYS;AF 1482;D;0950;20250711;20250725;0000500;NTE;NTE;100;E90;J;1;;;;;S25;136;;;11MAR25 1242;
N;LYS;AF 1482;D;0635;20250729;20250826;0200000;NTE;NTE;100;E90;J;1;;;;;S25;137;;;11MAR25 1445;
N;LYS;AF 1482;D;0600;20250730;20250827;0030000;NTE;NTE;100;E90;J;1;;;;;S25;138;;;11MAR25 1445;
N;LYS;AF 1482;D;0635;20250731;20250828;0004000;NTE;NTE;100;E90;J;1;;;;;S25;139;;;11MAR25 1445;
N;LYS;AF 1482;D;1435;20250801;20250829;0000500;NTE;NTE;100;E90;J;1;;;;;S25;140;;;11MAR25 1242;
N;LYS;AF 1482;D;1620;20250803;20250831;0000007;NTE;NTE;100;E90;J;1;;;;;S25;141;;;11MAR25 1247;
N;LYS;AF 1482;D;0950;20250901;20250904;1234000;NTE;NTE;100;E90;J;1;;;;;S25;142;;;11MAR25 1445;
N;LYS;AF 1482;D;0950;20250905;20250905;0000500;NTE;NTE;100;E90;J;1;;;;;S25;143;;;11MAR25 1242;
N;LYS;AF 1482;D;0950;20250908;20250911;1234000;NTE;NTE;100;E90;J;1;;;;;S25;144;;;07JUL25 0957;
N;LYS;AF 1482;D;0950;20250912;20250912;0000500;NTE;NTE;100;E90;J;1;;;;;S25;145;;;07JUL25 0959;
N;LYS;AF 1482;D;0635;20250915;20251020;1000000;NTE;NTE;100;E90;J;1;;;;;S25;146;;;07JUL25 0957;
N;LYS;AF 1482;D;0635;20250916;20251022;0230000;NTE;NTE;100;E90;J;1;;;;;S25;147;;;07JUL25 0957;
N;LYS;AF 1482;D;0635;20250918;20251023;0004000;NTE;NTE;100;E90;J;1;;;;;S25;148;;;07JUL25 0957;
N;LYS;AF 1483;A;0540;20250331;20250407;1000000;NTE;NTE;100;E90;J;1;;;;;S25;149;;;07MAR25 1522;
N;LYS;AF 1483;A;0540;20250401;20250409;0230000;NTE;NTE;100;E90;J;1;;;;;S25;150;;;07MAR25 1522;
N;LYS;AF 1483;A;0540;20250403;20250410;0004000;NTE;NTE;100;E90;J;1;;;;;S25;151;;;07MAR25 1522;
N;LYS;AF 1483;A;0530;20250414;20250417;1034000;NTE;NTE;100;E90;J;1;;;;;S25;152;;;14APR25 1557;
N;LYS;AF 1483;A;0535;20250415;20250415;0200000;NTE;NTE;76;E70;J;1;;;;;S25;153;;;14APR25 1557;
N;LYS;AF 1483;A;0535;20250418;20250418;0000500;NTE;NTE;76;E70;J;1;;;;;S25;154;;;16APR25 1447;
N;LYS;AF 1483;A;0530;20250422;20250422;0200000;NTE;NTE;100;E90;J;1;;;;;S25;155;;;22APR25 1509;
N;LYS;AF 1483;A;0530;20250423;20250423;0030000;NTE;NTE;100;E90;J;1;;;;;S25;156;;;22APR25 1509;
N;LYS;AF 1483;A;0535;20250424;20250424;0004000;NTE;NTE;76;E70;J;1;;;;;S25;157;;;17APR25 1357;
N;LYS;AF 1483;A;0530;20250425;20250425;0000500;NTE;NTE;100;E90;J;1;;;;;S25;158;;;16APR25 1447;
N;LYS;AF 1483;A;0535;20250428;20250428;1000000;NTE;NTE;76;E70;J;1;;;;;S25;159;;;17APR25 1354;
N;LYS;AF 1483;A;0535;20250429;20250506;0200000;NTE;NTE;100;E90;J;1;;;;;S25;160;;;22APR25 1509;
N;LYS;AF 1483;A;0530;20250430;20250507;0030000;NTE;NTE;100;E90;J;1;;;;;S25;161;;;22APR25 1509;
N;LYS;AF 1483;A;0535;20250505;20250505;1000000;NTE;NTE;76;E70;J;1;;;;;S25;162;;;17APR25 1358;
N;LYS;AF 1483;A;0540;20250512;20250602;1000000;NTE;NTE;100;E90;J;1;;;;;S25;163;;;07MAR25 1522;
N;LYS;AF 1483;A;0540;20250513;20250702;0230000;NTE;NTE;100;E90;J;1;;;;;S25;164;;;11MAR25 1101;
N;LYS;AF 1483;A;0540;20250515;20250522;0004000;NTE;NTE;100;E90;J;1;;;;;S25;165;;;07MAR25 1503;
N;LYS;AF 1483;A;0540;20250605;20250703;0004000;NTE;NTE;100;E90;J;1;;;;;S25;166;;;11MAR25 1101;
N;LYS;AF 1483;A;0540;20250616;20250630;1000000;NTE;NTE;100;E90;J;1;;;;;S25;167;;;11MAR25 1101;
N;LYS;AF 1483;A;1010;20250705;20250719;0000060;NTE;NTE;100;E90;J;1;;;;;S25;168;;;11MAR25 1118;
N;LYS;AF 1483;A;0530;20250707;20250708;1200000;NTE;NTE;100;E90;J;1;;;;;S25;169;;;22APR25 1535;
N;LYS;AF 1483;A;0535;20250709;20250723;0030000;NTE;NTE;100;E90;J;1;;;;;S25;170;;;22APR25 1535;
N;LYS;AF 1483;A;0535;20250710;20250724;0004000;NTE;NTE;100;E90;J;1;;;;;S25;171;;;22APR25 1535;
N;LYS;AF 1483;A;0535;20250711;20250725;0000500;NTE;NTE;100;E90;J;1;;;;;S25;172;;;22APR25 1535;
N;LYS;AF 1483;A;0530;20250715;20250715;0200000;NTE;NTE;100;E90;J;1;;;;;S25;173;;;22APR25 1535;
N;LYS;AF 1483;A;0530;20250721;20250722;1200000;NTE;NTE;100;E90;J;1;;;;;S25;174;;;22APR25 1535;
N;LYS;AF 1483;A;0940;20250729;20250828;0204000;NTE;NTE;100;E90;J;1;;;;;S25;175;;;11MAR25 1101;
N;LYS;AF 1483;A;0910;20250730;20250827;0030000;NTE;NTE;100;E90;J;1;;;;;S25;176;;;11MAR25 1101;
N;LYS;AF 1483;A;1740;20250801;20250829;0000500;NTE;NTE;100;E90;J;1;;;;;S25;177;;;11MAR25 1417;
N;LYS;AF 1483;A;1925;20250803;20250831;0000007;NTE;NTE;100;E90;J;1;;;;;S25;178;;;11MAR25 1417;
N;LYS;AF 1483;A;0530;20250901;20250904;1234000;NTE;NTE;100;E90;J;1;;;;;S25;179;;;11MAR25 1101;
N;LYS;AF 1483;A;0530;20250905;20250905;0000500;NTE;NTE;100;E90;J;1;;;;;S25;180;;;11MAR25 1048;
N;LYS;AF 1483;A;0530;20250908;20250912;1234500;NTE;NTE;100;E90;J;1;;;;;S25;181;;;07JUL25 0955;
N;LYS;AF 1483;A;0540;20250915;20251013;1000000;NTE;NTE;100;E90;J;1;;;;;S25;182;;;05MAY25 1248;
N;LYS;AF 1483;A;0540;20250916;20251015;0230000;NTE;NTE;100;E90;J;1;;;;;S25;183;;;05MAY25 1248;
N;LYS;AF 1483;A;0540;20250918;20251016;0004000;NTE;NTE;100;E90;J;1;;;;;S25;184;;;05MAY25 1248;
N;LYS;AF 1485;A;1355;20250331;20250407;1000000;NTE;NTE;100;E90;J;1;;;;;S25;185;;;07MAR25 1522;
N;LYS;AF 1485;A;1355;20250401;20250409;0230000;NTE;NTE;100;E90;J;1;;;;;S25;186;;;07MAR25 1522;
N;LYS;AF 1485;A;1355;20250403;20250410;0004000;NTE;NTE;100;E90;J;1;;;;;S25;187;;;04APR25 0637;
N;LYS;AF 1485;A;1355;20250404;20250404;0000500;NTE;NTE;76;E70;J;1;;;;;S25;188;;;04APR25 0637;
N;LYS;AF 1485;A;1355;20250411;20250411;0000500;NTE;NTE;100;E90;J;1;;;;;S25;189;;;04APR25 0637;
N;LYS;AF 1485;A;1310;20250413;20250413;0000007;NTE;NTE;76;E70;J;1;;;;;S25;190;;;13APR25 0848;
N;LYS;AF 1485;A;1410;20250414;20250414;1000000;NTE;NTE;76;E70;J;1;;;;;S25;191;;;14APR25 0942;
N;LYS;AF 1485;A;1410;20250415;20250422;0200000;NTE;NTE;100;E90;J;1;;;;;S25;192;;;29APR25 0858;
N;LYS;AF 1485;A;1410;20250417;20250425;0004500;NTE;NTE;100;E90;J;1;;;;;S25;193;;;29APR25 0858;
N;LYS;AF 1485;A;1410;20250421;20250428;1000000;NTE;NTE;100;E90;J;1;;;;;S25;194;;;14APR25 0942;
N;LYS;AF 1485;A;1410;20250423;20250423;0030000;NTE;NTE;100;E90;J;1;;;;;S25;195;;;29APR25 2205;
N;LYS;AF 1485;A;1310;20250427;20250511;0000007;NTE;NTE;100;E90;J;1;;;;;S25;196;;;07MAR25 1539;
N;LYS;AF 1485;A;1410;20250429;20250429;0200000;NTE;NTE;76;E70;J;1;;;;;S25;197;;;29APR25 0858;
N;LYS;AF 1485;A;1410;20250430;20250430;0030000;NTE;NTE;76;E70;J;1;;;;;S25;198;;;29APR25 2205;
N;LYS;AF 1485;A;1410;20250505;20250505;1000000;NTE;NTE;76;E70;J;1;;;;;S25;199;;;04MAY25 1754;
N;LYS;AF 1485;A;1410;20250506;20250507;0230000;NTE;NTE;100;E90;J;1;;;;;S25;200;;;04MAY25 1754;
N;LYS;AF 1485;A;1355;20250512;20250602;1000000;NTE;NTE;100;E90;J;1;;;;;S25;201;;;07MAR25 1522;
N;LYS;AF 1485;A;1355;20250513;20250617;0200000;NTE;NTE;100;E90;J;1;;;;;S25;202;;;24JUN25 0548;
N;LYS;AF 1485;A;1355;20250514;20250702;0030000;NTE;NTE;100;E90;J;1;;;;;S25;203;;;24JUN25 0548;
N;LYS;AF 1485;A;1355;20250515;20250522;0004000;NTE;NTE;100;E90;J;1;;;;;S25;204;;;23MAY25 0315;
N;LYS;AF 1485;A;1355;20250516;20250516;0000500;NTE;NTE;100;E90;J;1;;;;;S25;205;;;23MAY25 0315;
N;LYS;AF 1485;A;1355;20250523;20250523;0000500;NTE;NTE;76;E70;J;1;;;;;S25;206;;;23MAY25 0315;
N;LYS;AF 1485;A;1355;20250605;20250612;0004000;NTE;NTE;100;E90;J;1;;;;;S25;207;;;19JUN25 0846;
N;LYS;AF 1485;A;1355;20250606;20250613;0000500;NTE;NTE;100;E90;J;1;;;;;S25;208;;;20JUN25 0826;
