N/D;Airport;Flight Number;A/D;Time;From;To;Ops Days;Org/Nxt;Prv/Fin;Seats;A/C;STC;Frequency;Wait;;;;Season;Rotation ID;Code;Registration;Last Update;
N;LYS;AH 1620;A;0345;20250827;20250827;0030000;ALG;ALG;268;333;G;1;;;;;S25;3856;;;07JUL25 1420;
N;LYS;AH 1620;A;0335;20250828;20250828;0004000;ALG;ALG;269;330;G;1;;;;;S25;3857;;;19JUN25 1132;
N;LYS;AH 1620;A;0405;20250829;20250829;0000500;ALG;ALG;251;332;G;1;;;;;S25;3858;;;19JUN25 1132;
N;LYS;AH 1620;A;0235;20250830;20250830;0000060;ALG;ALG;180;320;G;1;;;;;S25;3859;;;03JUL25 1407;
N;LYS;AH 1620;A;0335;20250831;20250831;0000007;ALG;ALG;178;320;G;1;;;;;S25;3860;;;07JUL25 1420;
N;LYS;AH 1620;A;1805;20250901;20250901;1000000;ALG;ALG;269;330;G;1;;;;;S25;3861;;;19JUN25 1132;
N;LYS;AH 1620;A;0935;20250903;20250903;0030000;ALG;ALG;302;332;G;1;;;;;S25;3862;;;19JUN25 1132;
N;LYS;AH 1621;D;0505;20250823;20250823;0000060;ALG;ALG;302;332;P;1;;;;;S25;3863;;;03JUL25 1407;
N;LYS;AH 1621;D;0405;20250825;20250825;1000000;ALG;ALG;251;332;P;1;;;;;S25;3864;;;26JUN25 0715;
N;LYS;AH 1621;D;0615;20250826;20250826;0200000;ALG;ALG;269;332;P;1;;;;;S25;3865;;;07JUL25 1420;
N;LYS;AH 1621;D;0515;20250827;20250827;0030000;ALG;ALG;268;333;P;1;;;;;S25;3866;;;07JUL25 1420;
N;LYS;AH 1621;D;0505;20250828;20250828;0004000;ALG;ALG;269;330;P;1;;;;;S25;3867;;;19JUN25 1132;
N;LYS;AH 1621;D;0535;20250829;20250829;0000500;ALG;ALG;251;332;P;1;;;;;S25;3868;;;19JUN25 1132;
N;LYS;AH 1621;D;0405;20250830;20250830;0000060;ALG;ALG;180;320;P;1;;;;;S25;3869;;;03JUL25 1407;
N;LYS;AH 1621;D;0505;20250831;20250831;0000007;ALG;ALG;178;320;P;1;;;;;S25;3870;;;07JUL25 1420;
N;LYS;AH 1621;D;1935;20250901;20250901;1000000;ALG;ALG;269;330;P;1;;;;;S25;3871;;;19JUN25 1132;
N;LYS;AH 1621;D;1105;20250903;20250903;0030000;ALG;ALG;302;332;P;1;;;;;S25;3872;;;19JUN25 1132;
N;LYS;AH 1622;A;1930;20250824;20250824;0000007;ALG;ALG;180;320;G;1;;;;;S25;3873;;;03JUL25 1407;
N;LYS;AH 1622;A;0510;20250902;20250902;0200000;ALG;ALG;269;330;G;1;;;;;S25;3874;;;19JUN25 1132;
N;LYS;AH 1623;D;2100;20250824;20250824;0000007;ALG;ALG;180;320;P;1;;;;;S25;3875;;;03JUL25 1407;
N;LYS;AH 1623;D;0640;20250902;20250902;0200000;ALG;ALG;269;330;P;1;;;;;S25;3876;;;19JUN25 1132;
N;LYS;AH 1646;A;0335;20250827;20250903;0030000;BJA;BJA;148;73H;G;1;;;;;S25;3877;;;03JUL25 1407;
N;LYS;AH 1646;A;0330;20250902;20250902;0200000;BJA;BJA;148;73H;G;1;;;;;S25;3878;;;03JUL25 1407;
N;LYS;AH 1647;D;0435;20250827;20250903;0030000;BJA;BJA;148;73H;P;1;;;;;S25;3879;;;03JUL25 1407;
N;LYS;AH 1647;D;0430;20250902;20250902;0200000;BJA;BJA;148;73H;P;1;;;;;S25;3880;;;03JUL25 1407;
N;LYS;AH 1650;A;2035;20250903;20250903;0030000;TLM;TLM;148;73H;G;1;;;;;S25;3881;;;19JUN25 1132;
N;LYS;AH 1651;D;2135;20250903;20250903;0030000;TLM;TLM;148;73H;P;1;;;;;S25;3882;;;19JUN25 1132;
N;LYS;AH 1656;A;0330;20250903;20250903;0030000;CZL;CZL;148;73H;G;1;;;;;S25;3883;;;19JUN25 1132;
N;LYS;AH 1657;D;0430;20250903;20250903;0030000;CZL;CZL;148;73H;P;1;;;;;S25;3884;;;19JUN25 1132;
N;LYS;AH 1660;A;0405;20250828;20250828;0004000;ORN;ORN;148;73H;G;1;;;;;S25;3885;;;19JUN25 1132;
N;LYS;AH 1661;D;0455;20250828;20250828;0004000;ORN;ORN;148;73H;P;1;;;;;S25;3886;;;19JUN25 1132;
N;LYS;EN 8910;A;0735;20250330;20250429;0204007;FRA;FRA;120;E95;J;1;;;;;S25;3887;;;20MAR25 1110;
N;LYS;EN 8910;A;0740;20250331;20250430;1030500;FRA;FRA;120;E95;J;1;;;;;S25;3888;;;18FEB25 1511;
N;LYS;EN 8910;A;0735;20250405;20250412;0000060;FRA;FRA;120;E95;J;1;;;;;S25;3889;;;20MAR25 1110;
N;LYS;EN 8910;A;0735;20250419;20250419;0000060;FRA;FRA;120;E95;J;1;;;;;S25;3890;;;11APR25 0657;
N;LYS;EN 8910;A;0735;20250426;20250426;0000060;FRA;FRA;120;E95;J;1;;;;;S25;3891;;;20MAR25 1110;
N;LYS;EN 8910;A;0735;20250501;20250628;0204060;FRA;FRA;120;E95;J;1;;;;;S25;3892;;;08JUN25 0548;
N;LYS;EN 8910;A;0740;20250502;20250630;1030500;FRA;FRA;120;E95;J;1;;;;;S25;3893;;;21FEB25 0753;
N;LYS;EN 8910;A;0735;20250504;20250601;0000007;FRA;FRA;120;E95;J;1;;;;;S25;3894;;;08JUN25 0548;
N;LYS;EN 8910;A;0735;20250615;20250629;0000007;FRA;FRA;120;E95;J;1;;;;;S25;3895;;;08JUN25 0548;
N;LYS;EN 8910;A;0735;20250701;20250731;0204067;FRA;FRA;120;E95;J;1;;;;;S25;3896;;;21MAY25 0747;
N;LYS;EN 8910;A;0740;20250702;20250730;1030500;FRA;FRA;120;E95;J;1;;;;;S25;3897;;;21MAY25 0747;
N;LYS;EN 8910;A;0740;20250801;20250801;0000500;FRA;FRA;120;E95;J;1;;;;;S25;3898;;;30JUN25 1245;
N;LYS;EN 8910;A;0735;20250802;20250831;0204067;FRA;FRA;120;E95;J;1;;;;;S25;3899;;;25JUN25 0945;
N;LYS;EN 8910;A;0740;20250804;20250827;1030000;FRA;FRA;120;E95;J;1;;;;;S25;3900;;;30JUN25 1245;
N;LYS;EN 8910;A;0740;20250808;20250808;0000500;FRA;FRA;99;E90;J;1;;;;;S25;3901;;;30JUN25 1245;
N;LYS;EN 8910;A;0740;20250815;20250815;0000500;FRA;FRA;120;E95;J;1;;;;;S25;3902;;;30JUN25 1245;
N;LYS;EN 8910;A;0740;20250822;20250822;0000500;FRA;FRA;99;E90;J;1;;;;;S25;3903;;;30JUN25 1245;
N;LYS;EN 8910;A;0740;20250829;20250829;0000500;FRA;FRA;120;E95;J;1;;;;;S25;3904;;;30JUN25 1245;
N;LYS;EN 8910;A;0740;20250901;20251024;1030500;FRA;FRA;160;320;J;1;;;;;S25;3905;;;25JUN25 0945;
N;LYS;EN 8910;A;0735;20250902;20251025;0204067;FRA;FRA;160;320;J;1;;;;;S25;3906;;;25JUN25 0945;
N;LYS;EN 8911;D;0810;20250330;20250429;0204007;FRA;FRA;120;E95;J;1;;;;;S25;3907;;;20MAR25 1110;
N;LYS;EN 8911;D;0820;20250331;20250430;1030500;FRA;FRA;120;E95;J;1;;;;;S25;3908;;;18FEB25 1511;
N;LYS;EN 8911;D;0810;20250405;20250412;0000060;FRA;FRA;120;E95;J;1;;;;;S25;3909;;;20MAR25 1110;
N;LYS;EN 8911;D;0810;20250419;20250419;0000060;FRA;FRA;120;E95;J;1;;;;;S25;3910;;;11APR25 0657;
N;LYS;EN 8911;D;0810;20250426;20250426;0000060;FRA;FRA;120;E95;J;1;;;;;S25;3911;;;20MAR25 1110;
N;LYS;EN 8911;D;0810;20250501;20250628;0204060;FRA;FRA;120;E95;J;1;;;;;S25;3912;;;08JUN25 0548;
N;LYS;EN 8911;D;0820;20250502;20250630;1030500;FRA;FRA;120;E95;J;1;;;;;S25;3913;;;21FEB25 0753;
N;LYS;EN 8911;D;0810;20250504;20250601;0000007;FRA;FRA;120;E95;J;1;;;;;S25;3914;;;08JUN25 0548;
N;LYS;EN 8911;D;0810;20250615;20250629;0000007;FRA;FRA;120;E95;J;1;;;;;S25;3915;;;08JUN25 0548;
N;LYS;EN 8911;D;0810;20250701;20250731;0204067;FRA;FRA;120;E95;J;1;;;;;S25;3916;;;21MAY25 0747;
N;LYS;EN 8911;D;0820;20250702;20250730;1030500;FRA;FRA;120;E95;J;1;;;;;S25;3917;;;21MAY25 0747;
N;LYS;EN 8911;D;0820;20250801;20250801;0000500;FRA;FRA;120;E95;J;1;;;;;S25;3918;;;30JUN25 1245;
N;LYS;EN 8911;D;0810;20250802;20250831;0204067;FRA;FRA;120;E95;J;1;;;;;S25;3919;;;25JUN25 0945;
N;LYS;EN 8911;D;0820;20250804;20250827;1030000;FRA;FRA;120;E95;J;1;;;;;S25;3920;;;30JUN25 1245;
N;LYS;EN 8911;D;0820;20250808;20250808;0000500;FRA;FRA;99;E90;J;1;;;;;S25;3921;;;30JUN25 1245;
N;LYS;EN 8911;D;0820;20250815;20250815;0000500;FRA;FRA;120;E95;J;1;;;;;S25;3922;;;30JUN25 1245;
N;LYS;EN 8911;D;0820;20250822;20250822;0000500;FRA;FRA;99;E90;J;1;;;;;S25;3923;;;30JUN25 1245;
N;LYS;EN 8911;D;0820;20250829;20250829;0000500;FRA;FRA;120;E95;J;1;;;;;S25;3924;;;30JUN25 1245;
N;LYS;EN 8911;D;0820;20250901;20251024;1030500;FRA;FRA;160;320;J;1;;;;;S25;3925;;;25JUN25 0945;
N;LYS;EN 8911;D;0810;20250902;20251025;0204067;FRA;FRA;160;320;J;1;;;;;S25;3926;;;25JUN25 0945;
N;LYS;LH 1076;A;1140;20250330;20250330;0000007;FRA;FRA;172;32A;J;1;;;;;S25;3927;;;29MAR25 1217;
N;LYS;LH 1076;A;1140;20250331;20250428;1000000;FRA;FRA;138;319;J;1;;;;;S25;3928;;;03APR25 1351;
N;LYS;LH 1076;A;1140;20250401;20250401;0200000;FRA;FRA;160;320;J;1;;;;;S25;3929;;;07APR25 2332;
N;LYS;LH 1076;A;1140;20250402;20250402;0030000;FRA;FRA;172;32A;J;1;;;;;S25;3930;;;01APR25 1132;
N;LYS;LH 1076;A;1140;20250404;20250413;0030507;FRA;FRA;138;319;J;1;;;;;S25;3931;;;03APR25 1351;
N;LYS;LH 1076;A;1140;20250405;20250405;0000060;FRA;FRA;172;32A;J;1;;;;;S25;3932;;;05APR25 0618;
N;LYS;LH 1076;A;1140;20250408;20250408;0200000;FRA;FRA;172;32A;J;1;;;;;S25;3933;;;07APR25 2332;
N;LYS;LH 1076;A;1140;20250415;20250415;0200000;FRA;FRA;160;320;J;1;;;;;S25;3934;;;14APR25 2347;
N;LYS;LH 1076;A;1140;20250416;20250422;0230007;FRA;FRA;160;320;J;1;;;;;S25;3935;;;18APR25 0647;
N;LYS;LH 1076;A;1140;20250418;20250418;0000500;FRA;FRA;172;32A;J;1;;;;;S25;3936;;;18APR25 0647;
N;LYS;LH 1076;A;1140;20250419;20250426;0000060;FRA;FRA;138;319;J;1;;;;;S25;3937;;;03APR25 1351;
N;LYS;LH 1076;A;1140;20250423;20250429;0230000;FRA;FRA;195;321;J;1;;;;;S25;3938;;;18FEB25 1511;
N;LYS;LH 1076;A;1140;20250425;20250425;0000500;FRA;FRA;172;32A;J;1;;;;;S25;3939;;;25APR25 0003;
N;LYS;LH 1076;A;1140;20250427;20250427;0000007;FRA;FRA;172;32A;J;1;;;;;S25;3940;;;18FEB25 1511;
N;LYS;LH 1076;A;1140;20250430;20250430;0030000;FRA;FRA;168;320;J;1;;;;;S25;3941;;;07APR25 0912;
N;LYS;LH 1076;A;1140;20250501;20250505;1004000;FRA;FRA;195;321;J;1;;;;;S25;3942;;;24MAR25 1006;
N;LYS;LH 1076;A;1140;20250502;20250502;0000500;FRA;FRA;172;32A;J;1;;;;;S25;3943;;;01MAY25 2235;
N;LYS;LH 1076;A;1140;20250503;20250503;0000060;FRA;FRA;172;32N;J;1;;;;;S25;3944;;;03MAY25 0547;
N;LYS;LH 1076;A;1140;20250504;20250510;0000567;FRA;FRA;195;321;J;1;;;;;S25;3945;;;24MAR25 1006;
N;LYS;LH 1076;A;1140;20250506;20250513;0200000;FRA;FRA;168;320;J;1;;;;;S25;3946;;;19MAY25 1203;
N;LYS;LH 1076;A;1140;20250507;20250507;0030000;FRA;FRA;168;320;J;1;;;;;S25;3947;;;13MAY25 2303;
N;LYS;LH 1076;A;1140;20250508;20250515;0004000;FRA;FRA;168;320;J;1;;;;;S25;3948;;;20MAY25 1217;
N;LYS;LH 1076;A;1140;20250511;20250511;0000007;FRA;FRA;168;320;J;1;;;;;S25;3949;;;07APR25 0912;
N;LYS;LH 1076;A;1140;20250512;20250512;1000000;FRA;FRA;195;321;J;1;;;;;S25;3950;;;12MAY25 0032;
N;LYS;LH 1076;A;1140;20250514;20250514;0030000;FRA;FRA;172;32A;J;1;;;;;S25;3951;;;13MAY25 2303;
N;LYS;LH 1076;A;1140;20250516;20250523;0000500;FRA;FRA;168;320;J;1;;;;;S25;3952;;;07APR25 0912;
N;LYS;LH 1076;A;1140;20250517;20250517;0000060;FRA;FRA;172;32A;J;1;;;;;S25;3953;;;16MAY25 0003;
N;LYS;LH 1076;A;1140;20250518;20250525;0000007;FRA;FRA;168;320;J;1;;;;;S25;3954;;;16MAY25 0003;
N;LYS;LH 1076;A;1140;20250519;20250519;1000000;FRA;FRA;168;320;J;1;;;;;S25;3955;;;25MAY25 1503;
N;LYS;LH 1076;A;1140;20250520;20250520;0200000;FRA;FRA;172;32N;J;1;;;;;S25;3956;;;19MAY25 2232;
N;LYS;LH 1076;A;1140;20250521;20250521;0030000;FRA;FRA;172;32A;J;1;;;;;S25;3957;;;20MAY25 2217;
N;LYS;LH 1076;A;1140;20250522;20250522;0004000;FRA;FRA;160;320;J;1;;;;;S25;3958;;;21MAY25 0147;
N;LYS;LH 1076;A;1140;20250524;20250524;0000060;FRA;FRA;168;320;J;1;;;;;S25;3959;;;31MAY25 0103;
N;LYS;LH 1076;A;1140;20250526;20250526;1000000;FRA;FRA;172;32A;J;1;;;;;S25;3960;;;25MAY25 1503;
N;LYS;LH 1076;A;1140;20250527;20250527;0200000;FRA;FRA;160;320;J;1;;;;;S25;3961;;;26MAY25 0047;
N;LYS;LH 1076;A;1140;20250528;20250528;0030000;FRA;FRA;168;320;J;1;;;;;S25;3962;;;20MAY25 2217;
N;LYS;LH 1076;A;1140;20250529;20250529;0004000;FRA;FRA;168;320;J;1;;;;;S25;3963;;;20MAY25 1217;
N;LYS;LH 1076;A;1140;20250530;20250530;0000500;FRA;FRA;168;320;J;1;;;;;S25;3964;;;07APR25 0912;
N;LYS;LH 1076;A;1140;20250531;20250531;0000060;FRA;FRA;172;32A;J;1;;;;;S25;3965;;;31MAY25 0103;
N;LYS;LH 1076;A;1140;20250601;20250601;0000007;FRA;FRA;195;321;J;1;;;;;S25;3966;;;25APR25 0545;
N;LYS;LH 1076;A;1140;20250602;20250602;1000000;FRA;FRA;172;32A;J;1;;;;;S25;3967;;;29MAY25 2335;
N;LYS;LH 1076;A;1140;20250603;20250603;0200000;FRA;FRA;160;320;J;1;;;;;S25;3968;;;28MAR25 0531;
N;LYS;LH 1076;A;1140;20250604;20250610;0230560;FRA;FRA;138;319;J;1;;;;;S25;3969;;;25APR25 0545;
N;LYS;LH 1076;A;1140;20250605;20250605;0004000;FRA;FRA;168;320;J;1;;;;;S25;3970;;;11JUN25 2247;
N;LYS;LH 1076;A;1140;20250608;20250608;0000007;FRA;FRA;172;32A;J;1;;;;;S25;3971;;;07JUN25 2317;
N;LYS;LH 1076;A;1140;20250609;20250609;1000000;FRA;FRA;168;320;J;1;;;;;S25;3972;;;15JUN25 2136;
N;LYS;LH 1076;A;1140;20250611;20250611;0030000;FRA;FRA;172;32A;J;1;;;;;S25;3973;;;10JUN25 2232;
N;LYS;LH 1076;A;1140;20250612;20250612;0004000;FRA;FRA;172;32A;J;1;;;;;S25;3974;;;11JUN25 2247;
N;LYS;LH 1076;A;1140;20250613;20250613;0000500;FRA;FRA;160;320;J;1;;;;;S25;3975;;;25APR25 0545;
N;LYS;LH 1076;A;1140;20250614;20250614;0000060;FRA;FRA;172;32A;J;1;;;;;S25;3976;;;13JUN25 2347;
N;LYS;LH 1076;A;1140;20250615;20250615;0000007;FRA;FRA;172;32A;J;1;;;;;S25;3977;;;14JUN25 1403;
N;LYS;LH 1076;A;1140;20250616;20250616;1000000;FRA;FRA;172;32A;J;1;;;;;S25;3978;;;15JUN25 2136;
N;LYS;LH 1076;A;1140;20250617;20250617;0200000;FRA;FRA;160;320;J;1;;;;;S25;3979;;;16JUN25 2217;
N;LYS;LH 1076;A;1140;20250618;20250618;0030000;FRA;FRA;160;320;J;1;;;;;S25;3980;;;10JUN25 2232;
N;LYS;LH 1076;A;1140;20250619;20250619;0004000;FRA;FRA;168;320;J;1;;;;;S25;3981;;;11JUN25 2247;
N;LYS;LH 1076;A;1140;20250620;20250620;0000500;FRA;FRA;131;319;J;1;;;;;S25;3982;;;25APR25 0545;
N;LYS;LH 1076;A;1140;20250621;20250621;0000060;FRA;FRA;160;320;J;1;;;;;S25;3983;;;13JUN25 2347;
N;LYS;LH 1076;A;1140;20250622;20250629;0030507;FRA;FRA;138;319;J;1;;;;;S25;3984;;;08APR25 0830;
N;LYS;LH 1076;A;1140;20250623;20250626;1004000;FRA;FRA;131;319;J;1;;;;;S25;3985;;;25APR25 0545;
N;LYS;LH 1076;A;1140;20250624;20250624;0200000;FRA;FRA;160;320;J;1;;;;;S25;3986;;;15JUN25 2136;
N;LYS;LH 1076;A;1140;20250628;20250628;0000060;FRA;FRA;131;319;J;1;;;;;S25;3987;;;25APR25 0545;
N;LYS;LH 1076;A;1140;20250630;20250630;1000000;FRA;FRA;168;320;J;1;;;;;S25;3988;;;21MAY25 0748;
N;LYS;LH 1076;A;1140;20250701;20250702;0230000;FRA;FRA;131;319;J;1;;;;;S25;3989;;;26JUN25 0928;
N;LYS;LH 1076;A;1140;20250704;20250704;0000500;FRA;FRA;160;320;J;1;;;;;S25;3990;;;26JUN25 0928;
N;LYS;LH 1076;A;1140;20250705;20250816;0000060;FRA;FRA;160;320;J;1;;;;;S25;3991;;;25JUN25 0945;
N;LYS;LH 1076;A;1140;20250706;20250706;0000007;FRA;FRA;172;32A;J;1;;;;;S25;3992;;;05JUL25 2232;
N;LYS;LH 1076;A;1140;20250707;20250707;1000000;FRA;FRA;160;320;J;1;;;;;S25;3993;;;30JUN25 1337;
N;LYS;LH 1076;A;1140;20250708;20250714;1234000;FRA;FRA;131;319;J;1;;;;;S25;3994;;;30JUN25 1337;
N;LYS;LH 1076;A;1140;20250711;20250718;0000500;FRA;FRA;160;320;J;1;;;;;S25;3995;;;21MAY25 0748;
N;LYS;LH 1076;A;1140;20250713;20250713;0000007;FRA;FRA;160;320;J;1;;;;;S25;3996;;;05JUL25 2232;
N;LYS;LH 1076;A;1140;20250715;20250729;0200000;FRA;FRA;160;320;J;1;;;;;S25;3997;;;25JUN25 0945;
N;LYS;LH 1076;A;1140;20250716;20250716;0030000;FRA;FRA;160;320;J;1;;;;;S25;3998;;;04JUL25 0805;
N;LYS;LH 1076;A;1140;20250717;20250721;1004000;FRA;FRA;168;320;J;1;;;;;S25;3999;;;21MAY25 0748;
N;LYS;LH 1076;A;1140;20250720;20250727;0000507;FRA;FRA;131;319;J;1;;;;;S25;4000;;;21MAY25 0748;
N;LYS;LH 1076;A;1140;20250723;20250723;0030000;FRA;FRA;172;32A;J;1;;;;;S25;4001;;;04JUL25 0805;
N;LYS;LH 1076;A;1140;20250724;20250731;1004000;FRA;FRA;131;319;J;1;;;;;S25;4002;;;21MAY25 0748;
N;LYS;LH 1076;A;1140;20250730;20250806;0030000;FRA;FRA;160;320;J;1;;;;;S25;4003;;;04JUL25 0805;
N;LYS;LH 1076;A;1140;20250801;20250815;0000500;FRA;FRA;160;320;J;1;;;;;S25;4004;;;25JUN25 0945;
N;LYS;LH 1076;A;1140;20250803;20250805;0200007;FRA;FRA;195;321;J;1;;;;;S25;4005;;;25JUN25 0945;
N;LYS;LH 1076;A;1140;20250804;20250804;1000000;FRA;FRA;168;320;J;1;;;;;S25;4006;;;25JUN25 0848;
N;LYS;LH 1076;A;1140;20250807;20250807;0004000;FRA;FRA;168;320;J;1;;;;;S25;4007;;;25JUN25 0945;
N;LYS;LH 1076;A;1140;20250810;20250813;0030007;FRA;FRA;131;319;J;1;;;;;S25;4008;;;25JUN25 0945;
N;LYS;LH 1076;A;1140;20250811;20250811;1000000;FRA;FRA;131;319;J;1;;;;;S25;4009;;;25JUN25 0848;
N;LYS;LH 1076;A;1140;20250812;20250819;0200000;FRA;FRA;160;320;J;1;;;;;S25;4010;;;25JUN25 0945;
N;LYS;LH 1076;A;1140;20250814;20250828;0004000;FRA;FRA;195;321;J;1;;;;;S25;4011;;;25JUN25 0945;
N;LYS;LH 1076;A;1140;20250817;20250823;0000067;FRA;FRA;172;32A;J;1;;;;;S25;4012;;;25JUN25 0945;
N;LYS;LH 1076;A;1140;20250818;20250818;1000000;FRA;FRA;168;320;J;1;;;;;S25;4013;;;25JUN25 0945;
N;LYS;LH 1076;A;1140;20250820;20251022;0030000;FRA;FRA;160;320;J;1;;;;;S25;4014;;;25JUN25 0945;
N;LYS;LH 1076;A;1140;20250822;20250826;0200507;FRA;FRA;195;321;J;1;;;;;S25;4015;;;25JUN25 0945;
N;LYS;LH 1076;A;1140;20250825;20250825;1000000;FRA;FRA;195;321;J;1;;;;;S25;4016;;;25JUN25 0945;
N;LYS;LH 1076;A;1140;20250829;20251024;0000500;FRA;FRA;160;320;J;1;;;;;S25;4017;;;25JUN25 0945;
N;LYS;LH 1076;A;1140;20250830;20250830;0000060;FRA;FRA;195;321;J;1;;;;;S25;4018;;;25JUN25 0945;
N;LYS;LH 1076;A;1140;20250831;20251019;0000007;FRA;FRA;160;320;J;1;;;;;S25;4019;;;25JUN25 0945;
N;LYS;LH 1076;A;1140;20250901;20251020;1000000;FRA;FRA;168;320;J;1;;;;;S25;4020;;;25JUN25 0945;
N;LYS;LH 1076;A;1140;20250902;20251021;0200000;FRA;FRA;160;320;J;1;;;;;S25;4021;;;25JUN25 0945;
N;LYS;LH 1076;A;1140;20250904;20251023;0004000;FRA;FRA;168;320;J;1;;;;;S25;4022;;;25JUN25 0945;
N;LYS;LH 1076;A;1140;20250906;20251025;0000060;FRA;FRA;160;320;J;1;;;;;S25;4023;;;25JUN25 0945;
N;LYS;LH 1077;D;1235;20250330;20250330;0000007;FRA;FRA;172;32A;J;1;;;;;S25;4024;;;29MAR25 1217;
N;LYS;LH 1077;D;1235;20250331;20250428;1000000;FRA;FRA;138;319;J;1;;;;;S25;4025;;;03APR25 1351;
N;LYS;LH 1077;D;1235;20250401;20250401;0200000;FRA;FRA;160;320;J;1;;;;;S25;4026;;;07APR25 2332;
N;LYS;LH 1077;D;1230;20250402;20250402;0030000;FRA;FRA;172;32A;J;1;;;;;S25;4027;;;01APR25 1132;
N;LYS;LH 1077;D;1235;20250404;20250413;0000507;FRA;FRA;138;319;J;1;;;;;S25;4028;;;03APR25 1351;
N;LYS;LH 1077;D;1235;20250405;20250405;0000060;FRA;FRA;172;32A;J;1;;;;;S25;4029;;;05APR25 0618;
N;LYS;LH 1077;D;1235;20250408;20250408;0200000;FRA;FRA;172;32A;J;1;;;;;S25;4030;;;07APR25 2332;
N;LYS;LH 1077;D;1230;20250409;20250409;0030000;FRA;FRA;131;319;J;1;;;;;S25;4031;;;18FEB25 1332;
N;LYS;LH 1077;D;1235;20250415;20250415;0200000;FRA;FRA;160;320;J;1;;;;;S25;4032;;;14APR25 2347;
N;LYS;LH 1077;D;1230;20250416;20250416;0030000;FRA;FRA;160;320;J;1;;;;;S25;4033;;;11MAR25 1342;
N;LYS;LH 1077;D;1235;20250418;20250418;0000500;FRA;FRA;172;32A;J;1;;;;;S25;4034;;;18APR25 0647;
N;LYS;LH 1077;D;1235;20250419;20250426;0000060;FRA;FRA;138;319;J;1;;;;;S25;4035;;;03APR25 1351;
N;LYS;LH 1077;D;1235;20250420;20250422;0200007;FRA;FRA;160;320;J;1;;;;;S25;4036;;;18APR25 0647;
N;LYS;LH 1077;D;1230;20250423;20250423;0030000;FRA;FRA;195;321;J;1;;;;;S25;4037;;;18FEB25 1332;
N;LYS;LH 1077;D;1235;20250425;20250425;0000500;FRA;FRA;172;32A;J;1;;;;;S25;4038;;;25APR25 0003;
N;LYS;LH 1077;D;1235;20250427;20250427;0000007;FRA;FRA;172;32A;J;1;;;;;S25;4039;;;18FEB25 1332;
N;LYS;LH 1077;D;1235;20250429;20250429;0200000;FRA;FRA;195;321;J;1;;;;;S25;4040;;;18FEB25 1332;
N;LYS;LH 1077;D;1230;20250430;20250430;0030000;FRA;FRA;168;320;J;1;;;;;S25;4041;;;07APR25 0912;
N;LYS;LH 1077;D;1235;20250501;20250505;1004000;FRA;FRA;195;321;J;1;;;;;S25;4042;;;24MAR25 1006;
N;LYS;LH 1077;D;1235;20250502;20250502;0000500;FRA;FRA;172;32A;J;1;;;;;S25;4043;;;01MAY25 2235;
N;LYS;LH 1077;D;1235;20250503;20250503;0000060;FRA;FRA;172;32N;J;1;;;;;S25;4044;;;03MAY25 0547;
N;LYS;LH 1077;D;1235;20250504;20250510;0000567;FRA;FRA;195;321;J;1;;;;;S25;4045;;;24MAR25 1006;
N;LYS;LH 1077;D;1235;20250506;20250513;0200000;FRA;FRA;168;320;J;1;;;;;S25;4046;;;19MAY25 1203;
N;LYS;LH 1077;D;1230;20250507;20250507;0030000;FRA;FRA;168;320;J;1;;;;;S25;4047;;;13MAY25 2303;
N;LYS;LH 1077;D;1235;20250508;20250515;0004000;FRA;FRA;168;320;J;1;;;;;S25;4048;;;20MAY25 1217;
N;LYS;LH 1077;D;1235;20250511;20250511;0000007;FRA;FRA;168;320;J;1;;;;;S25;4049;;;07APR25 0913;
N;LYS;LH 1077;D;1235;20250512;20250512;1000000;FRA;FRA;195;321;J;1;;;;;S25;4050;;;12MAY25 0032;
N;LYS;LH 1077;D;1230;20250514;20250514;0030000;FRA;FRA;172;32A;J;1;;;;;S25;4051;;;13MAY25 2303;
N;LYS;LH 1077;D;1235;20250516;20250530;0000507;FRA;FRA;168;320;J;1;;;;;S25;4052;;;16MAY25 0003;
N;LYS;LH 1077;D;1235;20250517;20250517;0000060;FRA;FRA;172;32A;J;1;;;;;S25;4053;;;16MAY25 0003;
N;LYS;LH 1077;D;1235;20250519;20250519;1000000;FRA;FRA;168;320;J;1;;;;;S25;4054;;;25MAY25 1503;
N;LYS;LH 1077;D;1235;20250520;20250520;0200000;FRA;FRA;172;32N;J;1;;;;;S25;4055;;;19MAY25 2232;
N;LYS;LH 1077;D;1230;20250521;20250521;0030000;FRA;FRA;172;32A;J;1;;;;;S25;4056;;;20MAY25 2217;
N;LYS;LH 1077;D;1235;20250522;20250522;0004000;FRA;FRA;160;320;J;1;;;;;S25;4057;;;21MAY25 0147;
N;LYS;LH 1077;D;1235;20250524;20250524;0000060;FRA;FRA;168;320;J;1;;;;;S25;4058;;;31MAY25 0103;
N;LYS;LH 1077;D;1235;20250526;20250526;1000000;FRA;FRA;172;32A;J;1;;;;;S25;4059;;;25MAY25 1503;
N;LYS;LH 1077;D;1235;20250527;20250527;0200000;FRA;FRA;160;320;J;1;;;;;S25;4060;;;26MAY25 0047;
N;LYS;LH 1077;D;1230;20250528;20250528;0030000;FRA;FRA;168;320;J;1;;;;;S25;4061;;;20MAY25 2217;
